title,category,country,experienceLevel,minSalaryUSD,maxSalaryUSD,medianSalaryUSD
Business Analyst,Product/Data,Japan,Senior,95000,135000,115000
Business Analyst,Product/Data,Australia,Entry,55000,78000,66000
Business Analyst,Product/Data,Australia,Mid,82000,115000,98000
Business Analyst,Product/Data,Australia,Senior,120000,165000,142000
Business Analyst,Product/Data,Brazil,Entry,8500,15000,11800
Business Analyst,Product/Data,Brazil,Mid,17000,32000,24500
Business Analyst,Product/Data,Brazil,Senior,35000,60000,47500
Business Analyst,Product/Data,South Africa,Entry,13000,22000,17500
Business Analyst,Product/Data,South Africa,Mid,27000,48000,37500
Business Analyst,Product/Data,South Africa,Senior,55000,88000,71500
Business Analyst,Product/Data,Nigeria,Entry,5000,9500,7200
Business Analyst,Product/Data,Nigeria,Mid,12000,22000,17000
Business Analyst,Product/Data,Nigeria,Senior,25000,42000,33500
Embedded Systems Engineer,Engineering,USA,Entry,72000,95000,84000
Embedded Systems Engineer,Engineering,USA,Mid,100000,135000,118000
Embedded Systems Engineer,Engineering,USA,Senior,140000,190000,165000
Embedded Systems Engineer,Engineering,Canada,Entry,60000,80000,70000
Embedded Systems Engineer,Engineering,Canada,Mid,85000,115000,100000
Embedded Systems Engineer,Engineering,Canada,Senior,120000,155000,135000
Embedded Systems Engineer,Engineering,UK,Entry,38000,52000,45000
Embedded Systems Engineer,Engineering,UK,Mid,55000,80000,68000
Embedded Systems Engineer,Engineering,UK,Senior,85000,120000,102000
Embedded Systems Engineer,Engineering,Germany,Entry,48000,62000,55000
Embedded Systems Engineer,Engineering,Germany,Mid,68000,88000,78000
Embedded Systems Engineer,Engineering,Germany,Senior,95000,125000,110000
Embedded Systems Engineer,Engineering,Netherlands,Entry,42000,58000,50000
Embedded Systems Engineer,Engineering,Netherlands,Mid,62000,85000,74000
Embedded Systems Engineer,Engineering,Netherlands,Senior,90000,120000,105000
Embedded Systems Engineer,Engineering,Switzerland,Entry,90000,115000,102000
Embedded Systems Engineer,Engineering,Switzerland,Mid,120000,145000,132000
Embedded Systems Engineer,Engineering,Switzerland,Senior,150000,190000,170000
Embedded Systems Engineer,Engineering,Saudi Arabia,Entry,18000,30000,24000
Embedded Systems Engineer,Engineering,Saudi Arabia,Mid,35000,65000,50000
Embedded Systems Engineer,Engineering,Saudi Arabia,Senior,70000,110000,90000
Embedded Systems Engineer,Engineering,UAE,Entry,22000,35000,28000
Embedded Systems Engineer,Engineering,UAE,Mid,45000,75000,60000
Embedded Systems Engineer,Engineering,UAE,Senior,80000,130000,105000
Embedded Systems Engineer,Engineering,Qatar,Entry,20000,32000,26000
Embedded Systems Engineer,Engineering,Qatar,Mid,42000,70000,56000
Embedded Systems Engineer,Engineering,Qatar,Senior,75000,120000,98000
Embedded Systems Engineer,Engineering,Egypt,Entry,3500,6500,5000
Embedded Systems Engineer,Engineering,Egypt,Mid,7500,14000,10500
Embedded Systems Engineer,Engineering,Egypt,Senior,15000,30000,22000
Embedded Systems Engineer,Engineering,Syria,Entry,1500,3500,2500
Embedded Systems Engineer,Engineering,Syria,Mid,4000,7500,5800
Embedded Systems Engineer,Engineering,Syria,Senior,8500,15000,11800
Embedded Systems Engineer,Engineering,Palestine,Entry,6000,11000,8500
Embedded Systems Engineer,Engineering,Palestine,Mid,13000,25000,19000
Embedded Systems Engineer,Engineering,Palestine,Senior,26000,48000,37000
Embedded Systems Engineer,Engineering,Jordan,Entry,7000,12000,9500
Embedded Systems Engineer,Engineering,Jordan,Mid,13500,24000,18500
Embedded Systems Engineer,Engineering,Jordan,Senior,26000,45000,35000
Embedded Systems Engineer,Engineering,Morocco,Entry,5500,10000,7800
Embedded Systems Engineer,Engineering,Morocco,Mid,11000,20000,15500
Embedded Systems Engineer,Engineering,Morocco,Senior,22000,40000,31000
Embedded Systems Engineer,Engineering,India,Entry,4500,9000,6800
Embedded Systems Engineer,Engineering,India,Mid,11000,22000,16500
Embedded Systems Engineer,Engineering,India,Senior,26000,50000,38000
Embedded Systems Engineer,Engineering,Pakistan,Entry,3500,7500,5500
Embedded Systems Engineer,Engineering,Pakistan,Mid,9000,18000,13500
Embedded Systems Engineer,Engineering,Pakistan,Senior,20000,38000,29000
Embedded Systems Engineer,Engineering,Singapore,Entry,50000,70000,60000
Embedded Systems Engineer,Engineering,Singapore,Mid,78000,110000,94000
Embedded Systems Engineer,Engineering,Singapore,Senior,120000,165000,142000
Embedded Systems Engineer,Engineering,Japan,Entry,42000,62000,52000
Embedded Systems Engineer,Engineering,Japan,Mid,65000,88000,76000
Embedded Systems Engineer,Engineering,Japan,Senior,95000,135000,115000
Embedded Systems Engineer,Engineering,Australia,Entry,55000,78000,66000
Embedded Systems Engineer,Engineering,Australia,Mid,82000,115000,98000
Embedded Systems Engineer,Engineering,Australia,Senior,120000,165000,142000
Embedded Systems Engineer,Engineering,Brazil,Entry,8500,15000,11800
Embedded Systems Engineer,Engineering,Brazil,Mid,17000,32000,24500
Embedded Systems Engineer,Engineering,Brazil,Senior,35000,60000,47500
Embedded Systems Engineer,Engineering,South Africa,Entry,13000,22000,17500
Embedded Systems Engineer,Engineering,South Africa,Mid,27000,48000,37500
Embedded Systems Engineer,Engineering,South Africa,Senior,55000,88000,71500
Embedded Systems Engineer,Engineering,Nigeria,Entry,5000,9500,7200
Embedded Systems Engineer,Engineering,Nigeria,Mid,12000,22000,17000
Embedded Systems Engineer,Engineering,Nigeria,Senior,25000,42000,33500
SEO/Digital Marketing Specialist,Marketing,USA,Entry,45000,65000,55000
SEO/Digital Marketing Specialist,Marketing,USA,Mid,70000,95000,82000
SEO/Digital Marketing Specialist,Marketing,USA,Senior,100000,145000,120000
SEO/Digital Marketing Specialist,Marketing,Canada,Entry,38000,55000,46000
SEO/Digital Marketing Specialist,Marketing,Canada,Mid,60000,82000,71000
SEO/Digital Marketing Specialist,Marketing,Canada,Senior,85000,120000,102000
SEO/Digital Marketing Specialist,Marketing,UK,Entry,28000,38000,33000
SEO/Digital Marketing Specialist,Marketing,UK,Mid,42000,62000,52000
SEO/Digital Marketing Specialist,Marketing,UK,Senior,65000,95000,80000
SEO/Digital Marketing Specialist,Marketing,Germany,Entry,35000,48000,41000
SEO/Digital Marketing Specialist,Marketing,Germany,Mid,52000,72000,62000
SEO/Digital Marketing Specialist,Marketing,Germany,Senior,75000,105000,90000
SEO/Digital Marketing Specialist,Marketing,Netherlands,Entry,32000,45000,38000
SEO/Digital Marketing Specialist,Marketing,Netherlands,Mid,48000,68000,58000
SEO/Digital Marketing Specialist,Marketing,Netherlands,Senior,70000,100000,85000
SEO/Digital Marketing Specialist,Marketing,Switzerland,Entry,70000,90000,80000
SEO/Digital Marketing Specialist,Marketing,Switzerland,Mid,95000,125000,110000
SEO/Digital Marketing Specialist,Marketing,Switzerland,Senior,130000,170000,150000
SEO/Digital Marketing Specialist,Marketing,Saudi Arabia,Entry,12000,22000,17000
SEO/Digital Marketing Specialist,Marketing,Saudi Arabia,Mid,25000,45000,35000
SEO/Digital Marketing Specialist,Marketing,Saudi Arabia,Senior,50000,85000,67000
SEO/Digital Marketing Specialist,Marketing,UAE,Entry,15000,26000,20000
SEO/Digital Marketing Specialist,Marketing,UAE,Mid,32000,55000,43000
SEO/Digital Marketing Specialist,Marketing,UAE,Senior,60000,100000,80000
SEO/Digital Marketing Specialist,Marketing,Qatar,Entry,14000,24000,19000
SEO/Digital Marketing Specialist,Marketing,Qatar,Mid,28000,50000,39000
SEO/Digital Marketing Specialist,Marketing,Qatar,Senior,55000,95000,75000
SEO/Digital Marketing Specialist,Marketing,Egypt,Entry,1800,3800,2800
SEO/Digital Marketing Specialist,Marketing,Egypt,Mid,4500,8500,6500
SEO/Digital Marketing Specialist,Marketing,Egypt,Senior,10000,20000,15000
SEO/Digital Marketing Specialist,Marketing,Syria,Entry,800,1800,1300
SEO/Digital Marketing Specialist,Marketing,Syria,Mid,2200,4000,3100
SEO/Digital Marketing Specialist,Marketing,Syria,Senior,4500,9000,6700
SEO/Digital Marketing Specialist,Marketing,Palestine,Entry,4500,8000,6200
SEO/Digital Marketing Specialist,Marketing,Palestine,Mid,9000,18000,13500
SEO/Digital Marketing Specialist,Marketing,Palestine,Senior,20000,38000,29000
SEO/Digital Marketing Specialist,Marketing,Jordan,Entry,5000,9000,7000
SEO/Digital Marketing Specialist,Marketing,Jordan,Mid,10000,19000,14500
SEO/Digital Marketing Specialist,Marketing,Jordan,Senior,22000,40000,31000
SEO/Digital Marketing Specialist,Marketing,Morocco,Entry,4000,7500,5700
SEO/Digital Marketing Specialist,Marketing,Morocco,Mid,8500,15500,12000
SEO/Digital Marketing Specialist,Marketing,Morocco,Senior,18000,32000,25000
SEO/Digital Marketing Specialist,Marketing,India,Entry,3500,7000,5200
SEO/Digital Marketing Specialist,Marketing,India,Mid,8000,16000,12000
SEO/Digital Marketing Specialist,Marketing,India,Senior,18000,35000,26500
SEO/Digital Marketing Specialist,Marketing,Pakistan,Entry,2800,6000,4400
SEO/Digital Marketing Specialist,Marketing,Pakistan,Mid,6500,13000,9700
SEO/Digital Marketing Specialist,Marketing,Pakistan,Senior,15000,28000,21500
SEO/Digital Marketing Specialist,Marketing,Singapore,Entry,38000,55000,46000
SEO/Digital Marketing Specialist,Marketing,Singapore,Mid,58000,85000,71000
SEO/Digital Marketing Specialist,Marketing,Singapore,Senior,90000,130000,110000
SEO/Digital Marketing Specialist,Marketing,Japan,Entry,32000,48000,40000
SEO/Digital Marketing Specialist,Marketing,Japan,Mid,52000,75000,63000
SEO/Digital Marketing Specialist,Marketing,Japan,Senior,80000,115000,97000
SEO/Digital Marketing Specialist,Marketing,Australia,Entry,42000,60000,51000
SEO/Digital Marketing Specialist,Marketing,Australia,Mid,65000,92000,78000
SEO/Digital Marketing Specialist,Marketing,Australia,Senior,95000,135000,115000
SEO/Digital Marketing Specialist,Marketing,Brazil,Entry,6000,11000,8500
SEO/Digital Marketing Specialist,Marketing,Brazil,Mid,13000,24000,18500
SEO/Digital Marketing Specialist,Marketing,Brazil,Senior,28000,48000,38000
SEO/Digital Marketing Specialist,Marketing,South Africa,Entry,9000,16000,12500
SEO/Digital Marketing Specialist,Marketing,South Africa,Mid,18000,32000,25000
SEO/Digital Marketing Specialist,Marketing,South Africa,Senior,38000,65000,51000
SEO/Digital Marketing Specialist,Marketing,Nigeria,Entry,3500,6500,5000
SEO/Digital Marketing Specialist,Marketing,Nigeria,Mid,7500,14000,10700
SEO/Digital Marketing Specialist,Marketing,Nigeria,Senior,18000,32000,25000
Data Engineer,Data,USA,Entry,80000,110000,95000
Data Engineer,Data,USA,Mid,115000,155000,135000
Data Engineer,Data,USA,Senior,155000,210000,180000
Data Engineer,Data,Canada,Entry,65000,85000,75000
Data Engineer,Data,Canada,Mid,90000,125000,108000
Data Engineer,Data,Canada,Senior,130000,170000,150000
Data Engineer,Data,UK,Entry,42000,60000,52000
Data Engineer,Data,UK,Mid,65000,95000,80000
Data Engineer,Data,UK,Senior,95000,140000,118000
Data Engineer,Data,Germany,Entry,52000,70000,62000
Data Engineer,Data,Germany,Mid,75000,100000,88000
Data Engineer,Data,Germany,Senior,105000,140000,122000
Data Engineer,Data,Netherlands,Entry,48000,65000,58000
Data Engineer,Data,Netherlands,Mid,70000,95000,82000
Data Engineer,Data,Netherlands,Senior,100000,135000,115000
Data Engineer,Data,Switzerland,Entry,95000,125000,110000
Data Engineer,Data,Switzerland,Mid,130000,160000,145000
Data Engineer,Data,Switzerland,Senior,165000,205000,185000
Data Engineer,Data,Saudi Arabia,Entry,22000,34000,28000
Data Engineer,Data,Saudi Arabia,Mid,40000,72000,56000
Data Engineer,Data,Saudi Arabia,Senior,78000,120000,98000
Data Engineer,Data,UAE,Entry,28000,40000,34000
Data Engineer,Data,UAE,Mid,48000,80000,64000
Data Engineer,Data,UAE,Senior,85000,140000,112000
Data Engineer,Data,Qatar,Entry,25000,38000,32000
Data Engineer,Data,Qatar,Mid,45000,75000,60000
Data Engineer,Data,Qatar,Senior,80000,130000,105000
Data Engineer,Data,Egypt,Entry,4000,7500,5800
Data Engineer,Data,Egypt,Mid,8500,15000,11500
Data Engineer,Data,Egypt,Senior,17000,32000,24000
Data Engineer,Data,Syria,Entry,2200,4200,3200
Data Engineer,Data,Syria,Mid,4800,8500,6500
Data Engineer,Data,Syria,Senior,9000,16000,12000
Data Engineer,Data,Palestine,Entry,7000,12500,9800
Data Engineer,Data,Palestine,Mid,14000,28000,21000
Data Engineer,Data,Palestine,Senior,28000,52000,40000
Data Engineer,Data,Jordan,Entry,8000,13500,10800
Data Engineer,Data,Jordan,Mid,14000,26000,20000
Data Engineer,Data,Jordan,Senior,28000,48000,38000
Data Engineer,Data,Morocco,Entry,6000,10500,8200
Data Engineer,Data,Morocco,Mid,12000,22000,17000
Data Engineer,Data,Morocco,Senior,24000,42000,33000
Data Engineer,Data,India,Entry,5500,11000,8200
Data Engineer,Data,India,Mid,13000,26000,19500
Data Engineer,Data,India,Senior,30000,58000,44000
Data Engineer,Data,Pakistan,Entry,4000,8000,6000
Data Engineer,Data,Pakistan,Mid,9500,19000,14000
Data Engineer,Data,Pakistan,Senior,24000,42000,32000
Data Engineer,Data,Singapore,Entry,58000,80000,68000
Data Engineer,Data,Singapore,Mid,85000,120000,102000
Data Engineer,Data,Singapore,Senior,130000,175000,152000
Data Engineer,Data,Japan,Entry,45000,65000,55000
Data Engineer,Data,Japan,Mid,70000,95000,82000
Data Engineer,Data,Japan,Senior,100000,140000,120000
Data Engineer,Data,Australia,Entry,62000,85000,74000
Data Engineer,Data,Australia,Mid,90000,130000,110000
Data Engineer,Data,Australia,Senior,135000,180000,155000
Data Engineer,Data,Brazil,Entry,9500,17000,13000
Data Engineer,Data,Brazil,Mid,19000,34000,26500
Data Engineer,Data,Brazil,Senior,38000,64000,51000
Data Engineer,Data,South Africa,Entry,14000,25000,19500
Data Engineer,Data,South Africa,Mid,30000,52000,41000
Data Engineer,Data,South Africa,Senior,58000,90000,74000
Data Engineer,Data,Nigeria,Entry,5500,10000,7800
Data Engineer,Data,Nigeria,Mid,13000,23000,18000
Data Engineer,Data,Nigeria,Senior,28000,45000,36500
Blockchain Developer,Engineering,USA,Entry,90000,130000,110000
Blockchain Developer,Engineering,USA,Mid,135000,185000,160000
Blockchain Developer,Engineering,USA,Senior,180000,260000,220000
Blockchain Developer,Engineering,Canada,Entry,75000,105000,90000
Blockchain Developer,Engineering,Canada,Mid,110000,150000,130000
Blockchain Developer,Engineering,Canada,Senior,150000,210000,180000
Blockchain Developer,Engineering,UK,Entry,50000,75000,62000
Blockchain Developer,Engineering,UK,Mid,80000,120000,100000
Blockchain Developer,Engineering,UK,Senior,120000,180000,150000
Blockchain Developer,Engineering,Germany,Entry,60000,85000,72000
Blockchain Developer,Engineering,Germany,Mid,90000,125000,108000
Blockchain Developer,Engineering,Germany,Senior,130000,175000,152000
Blockchain Developer,Engineering,Netherlands,Entry,55000,80000,68000
Blockchain Developer,Engineering,Netherlands,Mid,85000,115000,100000
Blockchain Developer,Engineering,Netherlands,Senior,120000,165000,142000
Blockchain Developer,Engineering,Switzerland,Entry,105000,140000,122000
Blockchain Developer,Engineering,Switzerland,Mid,145000,190000,168000
Blockchain Developer,Engineering,Switzerland,Senior,195000,260000,225000
Blockchain Developer,Engineering,Saudi Arabia,Entry,28000,45000,36000
Blockchain Developer,Engineering,Saudi Arabia,Mid,50000,90000,70000
Blockchain Developer,Engineering,Saudi Arabia,Senior,95000,150000,122000
Blockchain Developer,Engineering,UAE,Entry,35000,52000,43000
Blockchain Developer,Engineering,UAE,Mid,65000,110000,88000
Blockchain Developer,Engineering,UAE,Senior,115000,180000,148000
Blockchain Developer,Engineering,Qatar,Entry,30000,48000,39000
Blockchain Developer,Engineering,Qatar,Mid,60000,100000,80000
Blockchain Developer,Engineering,Qatar,Senior,105000,165000,135000
Blockchain Developer,Engineering,Egypt,Entry,5000,10000,7500
Blockchain Developer,Engineering,Egypt,Mid,12000,24000,18000
Blockchain Developer,Engineering,Egypt,Senior,25000,50000,38000
Blockchain Developer,Engineering,Syria,Entry,3000,6000,4500
Blockchain Developer,Engineering,Syria,Mid,7000,13000,10000
Blockchain Developer,Engineering,Syria,Senior,14000,25000,19500
Blockchain Developer,Engineering,Palestine,Entry,8500,16000,12200
Blockchain Developer,Engineering,Palestine,Mid,18000,38000,28000
Blockchain Developer,Engineering,Palestine,Senior,40000,75000,58000
Blockchain Developer,Engineering,Jordan,Entry,9500,17000,13200
Blockchain Developer,Engineering,Jordan,Mid,19000,35000,27000
Blockchain Developer,Engineering,Jordan,Senior,38000,65000,51500
Blockchain Developer,Engineering,Morocco,Entry,7500,14000,10800
Blockchain Developer,Engineering,Morocco,Mid,15000,28000,21500
Blockchain Developer,Engineering,Morocco,Senior,30000,55000,42500
Blockchain Developer,Engineering,India,Entry,8000,16000,12000
Blockchain Developer,Engineering,India,Mid,20000,40000,30000
Blockchain Developer,Engineering,India,Senior,45000,85000,65000
Blockchain Developer,Engineering,Pakistan,Entry,5000,11000,8000
Blockchain Developer,Engineering,Pakistan,Mid,13000,28000,20500
Blockchain Developer,Engineering,Pakistan,Senior,32000,58000,45000
Blockchain Developer,Engineering,Singapore,Entry,65000,95000,80000
Blockchain Developer,Engineering,Singapore,Mid,100000,150000,125000
Blockchain Developer,Engineering,Singapore,Senior,160000,220000,190000
Blockchain Developer,Engineering,Japan,Entry,55000,80000,67000
Blockchain Developer,Engineering,Japan,Mid,85000,120000,102000
Blockchain Developer,Engineering,Japan,Senior,125000,175000,150000
Blockchain Developer,Engineering,Australia,Entry,70000,100000,85000
Blockchain Developer,Engineering,Australia,Mid,110000,160000,135000
Blockchain Developer,Engineering,Australia,Senior,165000,225000,195000
Blockchain Developer,Engineering,Brazil,Entry,12000,22000,17000
Blockchain Developer,Engineering,Brazil,Mid,25000,48000,36500
Blockchain Developer,Engineering,Brazil,Senior,52000,90000,71000
Blockchain Developer,Engineering,South Africa,Entry,18000,32000,25000
Blockchain Developer,Engineering,South Africa,Mid,38000,68000,53000
Blockchain Developer,Engineering,South Africa,Senior,75000,125000,100000
Blockchain Developer,Engineering,Nigeria,Entry,7500,15000,11250
Blockchain Developer,Engineering,Nigeria,Mid,18000,35000,26500
Blockchain Developer,Engineering,Nigeria,Senior,40000,70000,55000
Game Developer,Engineering/Creative,USA,Entry,55000,85000,70000
Game Developer,Engineering/Creative,USA,Mid,90000,125000,108000
Game Developer,Engineering/Creative,USA,Senior,130000,185000,155000
Game Developer,Engineering/Creative,Canada,Entry,45000,65000,55000
Game Developer,Engineering/Creative,Canada,Mid,75000,105000,90000
Game Developer,Engineering/Creative,Canada,Senior,110000,150000,130000
Game Developer,Engineering/Creative,UK,Entry,30000,45000,37000
Game Developer,Engineering/Creative,UK,Mid,50000,75000,62000
Game Developer,Engineering/Creative,UK,Senior,80000,120000,100000
Game Developer,Engineering/Creative,Germany,Entry,40000,55000,47000
Game Developer,Engineering/Creative,Germany,Mid,60000,85000,72000
Game Developer,Engineering/Creative,Germany,Senior,90000,125000,108000
Game Developer,Engineering/Creative,Netherlands,Entry,38000,52000,45000
Game Developer,Engineering/Creative,Netherlands,Mid,55000,78000,66000
Game Developer,Engineering/Creative,Netherlands,Senior,85000,115000,100000
Game Developer,Engineering/Creative,Switzerland,Entry,80000,105000,92000
Game Developer,Engineering/Creative,Switzerland,Mid,110000,140000,125000
Game Developer,Engineering/Creative,Switzerland,Senior,145000,185000,165000
Game Developer,Engineering/Creative,Saudi Arabia,Entry,15000,28000,21000
Game Developer,Engineering/Creative,Saudi Arabia,Mid,30000,60000,45000
Game Developer,Engineering/Creative,Saudi Arabia,Senior,65000,100000,82000
Game Developer,Engineering/Creative,UAE,Entry,20000,32000,26000
Game Developer,Engineering/Creative,UAE,Mid,38000,68000,53000
Game Developer,Engineering/Creative,UAE,Senior,75000,120000,98000
Game Developer,Engineering/Creative,Qatar,Entry,18000,30000,24000
Game Developer,Engineering/Creative,Qatar,Mid,35000,62000,48000
Game Developer,Engineering/Creative,Qatar,Senior,70000,110000,90000
Game Developer,Engineering/Creative,Egypt,Entry,2500,5500,4000
Game Developer,Engineering/Creative,Egypt,Mid,6000,12000,9000
Game Developer,Engineering/Creative,Egypt,Senior,14000,26000,20000
Game Developer,Engineering/Creative,Syria,Entry,1200,2800,2000
Game Developer,Engineering/Creative,Syria,Mid,3200,6000,4600
Game Developer,Engineering/Creative,Syria,Senior,7000,13000,10000
Game Developer,Engineering/Creative,Palestine,Entry,5000,9500,7200
Game Developer,Engineering/Creative,Palestine,Mid,10500,22000,16000
Game Developer,Engineering/Creative,Palestine,Senior,24000,45000,34500
Game Developer,Engineering/Creative,Jordan,Entry,6000,10500,8200
Game Developer,Engineering/Creative,Jordan,Mid,11500,22000,16800
Game Developer,Engineering/Creative,Jordan,Senior,24000,42000,33000
Game Developer,Engineering/Creative,Morocco,Entry,4500,8500,6500
Game Developer,Engineering/Creative,Morocco,Mid,9500,18000,13800
Game Developer,Engineering/Creative,Morocco,Senior,20000,36000,28000
Game Developer,Engineering/Creative,India,Entry,4000,8000,6000
Game Developer,Engineering/Creative,India,Mid,10000,20000,15000
Game Developer,Engineering/Creative,India,Senior,24000,45000,34500
Game Developer,Engineering/Creative,Pakistan,Entry,3000,6500,4700
Game Developer,Engineering/Creative,Pakistan,Mid,7500,15500,11500
Game Developer,Engineering/Creative,Pakistan,Senior,18000,32000,25000
Game Developer,Engineering/Creative,Singapore,Entry,45000,65000,55000
Game Developer,Engineering/Creative,Singapore,Mid,70000,100000,85000
Game Developer,Engineering/Creative,Singapore,Senior,110000,155000,132000
Game Developer,Engineering/Creative,Japan,Entry,38000,55000,46000
Game Developer,Engineering/Creative,Japan,Mid,60000,85000,72000
Game Developer,Engineering/Creative,Japan,Senior,90000,130000,110000
Game Developer,Engineering/Creative,Australia,Entry,48000,68000,58000
Game Developer,Engineering/Creative,Australia,Mid,75000,110000,92000
Game Developer,Engineering/Creative,Australia,Senior,115000,155000,135000
Game Developer,Engineering/Creative,Brazil,Entry,7000,14000,10500
Game Developer,Engineering/Creative,Brazil,Mid,16000,28000,22000
Game Developer,Engineering/Creative,Brazil,Senior,32000,55000,43500
Game Developer,Engineering/Creative,South Africa,Entry,11000,20000,15500
Game Developer,Engineering/Creative,South Africa,Mid,24000,42000,33000
Game Developer,Engineering/Creative,South Africa,Senior,48000,80000,64000
Game Developer,Engineering/Creative,Nigeria,Entry,4000,8000,6000
Game Developer,Engineering/Creative,Nigeria,Mid,9000,18000,13500
Game Developer,Engineering/Creative,Nigeria,Senior,20000,35000,27500
Software Architect,Engineering,USA,Entry,110000,145000,125000
Software Architect,Engineering,USA,Mid,150000,195000,172000
Software Architect,Engineering,USA,Senior,200000,280000,235000
Software Architect,Engineering,Canada,Entry,90000,115000,102000
Software Architect,Engineering,Canada,Mid,125000,165000,145000
Software Architect,Engineering,Canada,Senior,170000,225000,195000
Software Architect,Engineering,UK,Entry,65000,85000,75000
Software Architect,Engineering,UK,Mid,95000,135000,115000
Software Architect,Engineering,UK,Senior,140000,200000,170000
Software Architect,Engineering,Germany,Entry,75000,95000,85000
Software Architect,Engineering,Germany,Mid,105000,135000,120000
Software Architect,Engineering,Germany,Senior,145000,190000,165000
Software Architect,Engineering,Netherlands,Entry,70000,90000,80000
Software Architect,Engineering,Netherlands,Mid,100000,130000,115000
Software Architect,Engineering,Netherlands,Senior,140000,185000,160000
Software Architect,Engineering,Switzerland,Entry,120000,155000,135000
Software Architect,Engineering,Switzerland,Mid,160000,205000,185000
Software Architect,Engineering,Switzerland,Senior,210000,280000,245000
Software Architect,Engineering,Saudi Arabia,Entry,35000,55000,45000
Software Architect,Engineering,Saudi Arabia,Mid,65000,105000,85000
Software Architect,Engineering,Saudi Arabia,Senior,120000,180000,150000
Software Architect,Engineering,UAE,Entry,45000,65000,55000
Software Architect,Engineering,UAE,Mid,75000,125000,100000
Software Architect,Engineering,UAE,Senior,135000,210000,175000
Software Architect,Engineering,Qatar,Entry,40000,60000,50000
Software Architect,Engineering,Qatar,Mid,70000,115000,95000
Software Architect,Engineering,Qatar,Senior,125000,195000,160000
Software Architect,Engineering,Egypt,Entry,7000,13000,10000
Software Architect,Engineering,Egypt,Mid,16000,28000,22000
Software Architect,Engineering,Egypt,Senior,35000,65000,48000
Software Architect,Engineering,Syria,Entry,4500,8000,6200
Software Architect,Engineering,Syria,Mid,9000,16000,12500
Software Architect,Engineering,Syria,Senior,18000,32000,25000
Software Architect,Engineering,Palestine,Entry,12000,20000,16500
Software Architect,Engineering,Palestine,Mid,25000,45000,35000
Software Architect,Engineering,Palestine,Senior,50000,90000,72000
Software Architect,Engineering,Jordan,Entry,13000,22000,17500
Software Architect,Engineering,Jordan,Mid,26000,42000,34000
Software Architect,Engineering,Jordan,Senior,55000,95000,75000
Software Architect,Engineering,Morocco,Entry,10000,18000,14500
Software Architect,Engineering,Morocco,Mid,22000,38000,30000
Software Architect,Engineering,Morocco,Senior,45000,80000,62000
Software Architect,Engineering,India,Entry,12000,22000,17000
Software Architect,Engineering,India,Mid,28000,50000,38000
Software Architect,Engineering,India,Senior,60000,110000,85000
Software Architect,Engineering,Pakistan,Entry,8000,16000,12500
Software Architect,Engineering,Pakistan,Mid,18000,35000,26000
Software Architect,Engineering,Pakistan,Senior,45000,85000,62000
Software Architect,Engineering,Singapore,Entry,85000,115000,100000
Software Architect,Engineering,Singapore,Mid,125000,175000,150000
Software Architect,Engineering,Singapore,Senior,185000,260000,220000
Software Architect,Engineering,Japan,Entry,70000,95000,82000
Software Architect,Engineering,Japan,Mid,105000,145000,125000
Software Architect,Engineering,Japan,Senior,155000,210000,182000
Software Architect,Engineering,Australia,Entry,90000,120000,105000
Software Architect,Engineering,Australia,Mid,130000,180000,155000
Software Architect,Engineering,Australia,Senior,190000,260000,225000
Software Architect,Engineering,Brazil,Entry,16000,30000,23000
Software Architect,Engineering,Brazil,Mid,35000,62000,48000
Software Architect,Engineering,Brazil,Senior,70000,120000,95000
Software Architect,Engineering,South Africa,Entry,22000,38000,30000
Software Architect,Engineering,South Africa,Mid,45000,85000,65000
Software Architect,Engineering,South Africa,Senior,95000,155000,125000
Software Architect,Engineering,Nigeria,Entry,10000,20000,15500
Software Architect,Engineering,Nigeria,Mid,25000,48000,36000
Software Architect,Engineering,Nigeria,Senior,60000,105000,82000
IT Project Manager,Management,USA,Entry,70000,95000,82000
IT Project Manager,Management,USA,Mid,105000,145000,125000
IT Project Manager,Management,USA,Senior,150000,210000,180000
IT Project Manager,Management,Canada,Entry,55000,75000,65000
IT Project Manager,Management,Canada,Mid,85000,115000,100000
IT Project Manager,Management,Canada,Senior,120000,165000,142000
IT Project Manager,Management,UK,Entry,38000,55000,46000
IT Project Manager,Management,UK,Mid,60000,90000,75000
IT Project Manager,Management,UK,Senior,95000,140000,118000
IT Project Manager,Management,Germany,Entry,48000,65000,56000
IT Project Manager,Management,Germany,Mid,72000,100000,86000
IT Project Manager,Management,Germany,Senior,105000,145000,125000
IT Project Manager,Management,Netherlands,Entry,45000,62000,53000
IT Project Manager,Management,Netherlands,Mid,68000,92000,80000
IT Project Manager,Management,Netherlands,Senior,100000,140000,120000
IT Project Manager,Management,Switzerland,Entry,90000,120000,105000
IT Project Manager,Management,Switzerland,Mid,125000,160000,142000
IT Project Manager,Management,Switzerland,Senior,170000,225000,195000
IT Project Manager,Management,Saudi Arabia,Entry,20000,32000,26000
IT Project Manager,Management,Saudi Arabia,Mid,38000,70000,54000
IT Project Manager,Management,Saudi Arabia,Senior,85000,140000,110000
IT Project Manager,Management,UAE,Entry,28000,42000,35000
IT Project Manager,Management,UAE,Mid,55000,90000,72000
IT Project Manager,Management,UAE,Senior,100000,165000,132000
